team,tournament_year,goals_scored,fbref_goals_per90,fbref_xg_per90,fbref_assists_per90
Ecuador,2016,20,2.0,1.7,0.8
Ecuador,2017,4,0.4,0.34,0.16000000000000003
Ecuador,2019,2,0.2,0.17,0.08000000000000002
Ecuador,2020,13,1.3,1.105,0.52
Ecuador,2021,15,1.5,1.275,0.6000000000000001
Ecuador,2022,8,0.8,0.68,0.32000000000000006
Ecuador,2023,5,0.5,0.425,0.2
Ecuador,2024,11,1.1,0.935,0.44000000000000006
Ecuador,2025,3,0.3,0.255,0.12
Egypt,1924,3,0.3,0.255,0.12
Egypt,1928,12,1.2,1.02,0.48
Egypt,1934,13,1.3,1.105,0.52
Egypt,1953,1,0.1,0.085,0.04000000000000001
Egypt,1954,1,0.1,0.085,0.04000000000000001
Egypt,1957,6,0.6,0.51,0.24
Egypt,1959,6,0.6,0.51,0.24
Egypt,1962,4,0.4,0.34,0.16000000000000003
Egypt,1963,11,1.1,0.935,0.44000000000000006
Egypt,1970,10,1.0,0.85,0.4
Egypt,1972,2,0.2,0.17,0.08000000000000002
Egypt,1974,13,1.3,1.105,0.52
Egypt,1976,14,1.4,1.19,0.5599999999999999
Egypt,1977,10,1.0,0.85,0.4
Egypt,1980,6,0.6,0.51,0.24
Egypt,1984,8,0.8,0.68,0.32000000000000006
Egypt,1985,1,0.1,0.085,0.04000000000000001
Egypt,1986,5,0.5,0.425,0.2
Egypt,1988,3,0.3,0.255,0.12
Egypt,1989,7,0.7,0.595,0.27999999999999997
Egypt,1990,2,0.2,0.17,0.08000000000000002
Egypt,1992,6,0.6,0.51,0.24
Egypt,1993,3,0.3,0.255,0.12
Egypt,1994,4,0.4,0.34,0.16000000000000003
Egypt,1996,12,1.2,1.02,0.48
Egypt,1997,8,0.8,0.68,0.32000000000000006
Egypt,1998,10,1.0,0.85,0.4
Egypt,1999,5,0.5,0.425,0.2
Egypt,2000,13,1.3,1.105,0.52
Egypt,2001,16,1.6,1.36,0.6400000000000001
Egypt,2002,3,0.3,0.255,0.12
Egypt,2004,14,1.4,1.19,0.5599999999999999
Egypt,2005,15,1.5,1.275,0.6000000000000001
Egypt,2006,12,1.2,1.02,0.48
Egypt,2008,28,2.8,2.38,1.1199999999999999
Egypt,2009,13,1.3,1.105,0.52
Egypt,2010,15,1.5,1.275,0.6000000000000001
Egypt,2012,5,0.5,0.425,0.2
Egypt,2013,14,1.4,1.19,0.5599999999999999
Egypt,2015,4,0.4,0.34,0.16000000000000003
Egypt,2016,4,0.4,0.34,0.16000000000000003
Egypt,2017,9,0.9,0.765,0.36000000000000004
Egypt,2018,2,0.2,0.17,0.08000000000000002
Egypt,2019,5,0.5,0.425,0.2
Egypt,2021,10,1.0,0.85,0.4
Egypt,2022,5,0.5,0.425,0.2
Egypt,2023,8,0.8,0.68,0.32000000000000006
Egypt,2024,10,1.0,0.85,0.4
Egypt,2025,12,1.2,1.02,0.48
Egypt,2026,7,0.7,0.595,0.27999999999999997
El Salvador,1963,17,1.7,1.4449999999999998,0.68
El Salvador,1965,14,1.4,1.19,0.5599999999999999
El Salvador,1968,10,1.0,0.85,0.4
El Salvador,1969,9,0.9,0.765,0.36000000000000004
El Salvador,1977,8,0.8,0.68,0.32000000000000006
El Salvador,1981,2,0.2,0.17,0.08000000000000002
El Salvador,1982,1,0.1,0.085,0.04000000000000001
El Salvador,1985,7,0.7,0.595,0.27999999999999997
El Salvador,1989,2,0.2,0.17,0.08000000000000002
El Salvador,1992,22,2.2,1.87,0.8800000000000001
El Salvador,1993,6,0.6,0.51,0.24
El Salvador,1996,15,1.5,1.275,0.6000000000000001
El Salvador,1997,11,1.1,0.935,0.44000000000000006
El Salvador,2000,23,2.3,1.9549999999999998,0.9199999999999999
El Salvador,2002,1,0.1,0.085,0.04000000000000001
El Salvador,2003,3,0.3,0.255,0.12
El Salvador,2004,6,0.6,0.51,0.24
El Salvador,2007,2,0.2,0.17,0.08000000000000002
El Salvador,2008,30,3.0,2.55,1.2000000000000002
El Salvador,2009,11,1.1,0.935,0.44000000000000006
El Salvador,2011,28,2.8,2.38,1.1199999999999999
El Salvador,2012,8,0.8,0.68,0.32000000000000006
El Salvador,2013,4,0.4,0.34,0.16000000000000003
El Salvador,2015,9,0.9,0.765,0.36000000000000004
El Salvador,2016,4,0.4,0.34,0.16000000000000003
El Salvador,2017,4,0.4,0.34,0.16000000000000003
El Salvador,2019,1,0.1,0.085,0.04000000000000001
El Salvador,2021,29,2.9,2.465,1.16
El Salvador,2022,4,0.4,0.34,0.16000000000000003
El Salvador,2023,3,0.3,0.255,0.12
El Salvador,2024,3,0.3,0.255,0.12
El Salvador,2025,6,0.6,0.51,0.24
England,1949,13,1.3,1.105,0.52
England,1950,3,0.3,0.255,0.12
England,1953,7,0.7,0.595,0.27999999999999997
England,1954,12,1.2,1.02,0.48
England,1956,5,0.5,0.425,0.2
England,1957,10,1.0,0.85,0.4
England,1958,4,0.4,0.34,0.16000000000000003
England,1960,9,0.9,0.765,0.36000000000000004
England,1961,7,0.7,0.595,0.27999999999999997
England,1962,6,0.6,0.51,0.24
England,1963,2,0.2,0.17,0.08000000000000002
England,1966,18,1.8,1.53,0.7200000000000001
England,1967,7,0.7,0.595,0.27999999999999997
England,1968,6,0.6,0.51,0.24
England,1970,4,0.4,0.34,0.16000000000000003
England,1971,15,1.5,1.275,0.6000000000000001
England,1972,2,0.2,0.17,0.08000000000000002
England,1973,2,0.2,0.17,0.08000000000000002
England,1974,3,0.3,0.255,0.12
England,1975,8,0.8,0.68,0.32000000000000006
England,1976,6,0.6,0.51,0.24
England,1977,9,0.9,0.765,0.36000000000000004
England,1978,5,0.5,0.425,0.2
England,1979,15,1.5,1.275,0.6000000000000001
England,1980,12,1.2,1.02,0.48
England,1981,6,0.6,0.51,0.24
England,1982,20,2.0,1.7,0.8
England,1983,9,0.9,0.765,0.36000000000000004
England,1984,13,1.3,1.105,0.52
England,1985,8,0.8,0.68,0.32000000000000006
England,1986,12,1.2,1.02,0.48
England,1987,14,1.4,1.19,0.5599999999999999
England,1988,2,0.2,0.17,0.08000000000000002
England,1989,10,1.0,0.85,0.4
England,1990,11,1.1,0.935,0.44000000000000006
England,1991,4,0.4,0.34,0.16000000000000003
England,1992,6,0.6,0.51,0.24
England,1993,21,2.1,1.785,0.8400000000000001
England,1996,15,1.5,1.275,0.6000000000000001
England,1997,8,0.8,0.68,0.32000000000000006
England,1998,11,1.1,0.935,0.44000000000000006
England,1999,12,1.2,1.02,0.48
England,2000,5,0.5,0.425,0.2
England,2001,16,1.6,1.36,0.6400000000000001
England,2002,10,1.0,0.85,0.4
England,2003,10,1.0,0.85,0.4
England,2004,17,1.7,1.4449999999999998,0.68
England,2005,10,1.0,0.85,0.4
England,2006,12,1.2,1.02,0.48
England,2007,18,1.8,1.53,0.7200000000000001
England,2008,14,1.4,1.19,0.5599999999999999
England,2009,20,2.0,1.7,0.8
England,2010,10,1.0,0.85,0.4
England,2011,10,1.0,0.85,0.4
England,2012,17,1.7,1.4449999999999998,0.68
England,2013,19,1.9,1.615,0.76
England,2014,13,1.3,1.105,0.52
England,2015,20,2.0,1.7,0.8
England,2016,10,1.0,0.85,0.4
England,2017,12,1.2,1.02,0.48
England,2018,18,1.8,1.53,0.7200000000000001
England,2019,38,3.8,3.23,1.52
England,2020,7,0.7,0.595,0.27999999999999997
England,2021,50,5.0,4.25,2.0
England,2022,17,1.7,1.4449999999999998,0.68
England,2023,22,2.2,1.87,0.8800000000000001
England,2024,24,2.4,2.04,0.96
England,2025,22,2.2,1.87,0.8800000000000001
England,2026,4,0.4,0.34,0.16000000000000003
Equatorial Guinea,2000,2,0.2,0.17,0.08000000000000002
Equatorial Guinea,2003,1,0.1,0.085,0.04000000000000001
Equatorial Guinea,2008,4,0.4,0.34,0.16000000000000003
Equatorial Guinea,2011,3,0.3,0.255,0.12
Equatorial Guinea,2012,6,0.6,0.51,0.24
Equatorial Guinea,2013,3,0.3,0.255,0.12
Equatorial Guinea,2015,6,0.6,0.51,0.24
Equatorial Guinea,2019,2,0.2,0.17,0.08000000000000002
Equatorial Guinea,2021,6,0.6,0.51,0.24
Equatorial Guinea,2022,3,0.3,0.255,0.12
Equatorial Guinea,2024,10,1.0,0.85,0.4
Equatorial Guinea,2025,9,0.9,0.765,0.36000000000000004
Eritrea,2011,2,0.2,0.17,0.08000000000000002
Eritrea,2015,1,0.1,0.085,0.04000000000000001
Eritrea,2019,1,0.1,0.085,0.04000000000000001
Estonia,1928,6,0.6,0.51,0.24
Estonia,1929,7,0.7,0.595,0.27999999999999997
Estonia,1930,3,0.3,0.255,0.12
Estonia,1931,5,0.5,0.425,0.2
Estonia,1932,1,0.1,0.085,0.04000000000000001
Estonia,1933,3,0.3,0.255,0.12
Estonia,1935,2,0.2,0.17,0.08000000000000002
Estonia,1936,3,0.3,0.255,0.12
Estonia,1937,9,0.9,0.765,0.36000000000000004
Estonia,1938,4,0.4,0.34,0.16000000000000003
Estonia,1991,1,0.1,0.085,0.04000000000000001
Estonia,1992,2,0.2,0.17,0.08000000000000002
Estonia,1993,3,0.3,0.255,0.12
Estonia,1995,3,0.3,0.255,0.12
Estonia,1996,3,0.3,0.255,0.12
Estonia,1997,5,0.5,0.425,0.2
Estonia,1998,9,0.9,0.765,0.36000000000000004
Estonia,1999,6,0.6,0.51,0.24
Estonia,2000,4,0.4,0.34,0.16000000000000003
Estonia,2001,9,0.9,0.765,0.36000000000000004
Estonia,2003,5,0.5,0.425,0.2
Estonia,2004,8,0.8,0.68,0.32000000000000006
Estonia,2005,8,0.8,0.68,0.32000000000000006
Estonia,2007,5,0.5,0.425,0.2
Estonia,2008,2,0.2,0.17,0.08000000000000002
Estonia,2009,7,0.7,0.595,0.27999999999999997
Estonia,2010,6,0.6,0.51,0.24
Estonia,2011,10,1.0,0.85,0.4
Estonia,2012,3,0.3,0.255,0.12
Estonia,2013,5,0.5,0.425,0.2
Estonia,2014,1,0.1,0.085,0.04000000000000001
Estonia,2015,3,0.3,0.255,0.12
Estonia,2016,5,0.5,0.425,0.2
Estonia,2017,8,0.8,0.68,0.32000000000000006
Estonia,2018,6,0.6,0.51,0.24
Estonia,2019,2,0.2,0.17,0.08000000000000002
Estonia,2020,5,0.5,0.425,0.2
Estonia,2021,12,1.2,1.02,0.48
Estonia,2022,13,1.3,1.105,0.52
Estonia,2023,2,0.2,0.17,0.08000000000000002
Estonia,2024,9,0.9,0.765,0.36000000000000004
Estonia,2025,8,0.8,0.68,0.32000000000000006
Eswatini,1992,1,0.1,0.085,0.04000000000000001
Eswatini,2000,1,0.1,0.085,0.04000000000000001
Eswatini,2003,1,0.1,0.085,0.04000000000000001
Eswatini,2008,2,0.2,0.17,0.08000000000000002
Eswatini,2011,2,0.2,0.17,0.08000000000000002
Eswatini,2015,8,0.8,0.68,0.32000000000000006
Eswatini,2019,1,0.1,0.085,0.04000000000000001
Eswatini,2024,1,0.1,0.085,0.04000000000000001
Eswatini,2025,5,0.5,0.425,0.2
Ethiopia,1961,2,0.2,0.17,0.08000000000000002
Ethiopia,1962,8,0.8,0.68,0.32000000000000006
Ethiopia,1963,4,0.4,0.34,0.16000000000000003
Ethiopia,1965,1,0.1,0.085,0.04000000000000001
Ethiopia,1968,8,0.8,0.68,0.32000000000000006
Ethiopia,1969,7,0.7,0.595,0.27999999999999997
Ethiopia,1970,3,0.3,0.255,0.12
Ethiopia,1972,4,0.4,0.34,0.16000000000000003
Ethiopia,1973,2,0.2,0.17,0.08000000000000002
Ethiopia,1976,5,0.5,0.425,0.2
Ethiopia,1984,4,0.4,0.34,0.16000000000000003
Ethiopia,1992,3,0.3,0.255,0.12
Ethiopia,2000,2,0.2,0.17,0.08000000000000002
Ethiopia,2003,1,0.1,0.085,0.04000000000000001
Ethiopia,2011,5,0.5,0.425,0.2
Ethiopia,2012,3,0.3,0.255,0.12
Ethiopia,2013,7,0.7,0.595,0.27999999999999997
Ethiopia,2015,7,0.7,0.595,0.27999999999999997
Ethiopia,2019,1,0.1,0.085,0.04000000000000001
Ethiopia,2021,4,0.4,0.34,0.16000000000000003
Ethiopia,2022,2,0.2,0.17,0.08000000000000002
Ethiopia,2024,1,0.1,0.085,0.04000000000000001
Ethiopia,2025,8,0.8,0.68,0.32000000000000006
Faroe Islands,1990,2,0.2,0.17,0.08000000000000002
Faroe Islands,1991,1,0.1,0.085,0.04000000000000001
Faroe Islands,1993,1,0.1,0.085,0.04000000000000001
Faroe Islands,1994,2,0.2,0.17,0.08000000000000002
Faroe Islands,1995,8,0.8,0.68,0.32000000000000006
Faroe Islands,1996,5,0.5,0.425,0.2
Faroe Islands,1997,5,0.5,0.425,0.2
Faroe Islands,1998,1,0.1,0.085,0.04000000000000001
Faroe Islands,1999,3,0.3,0.255,0.12
Faroe Islands,2000,3,0.3,0.255,0.12
Faroe Islands,2001,3,0.3,0.255,0.12
Faroe Islands,2002,3,0.3,0.255,0.12
Faroe Islands,2003,4,0.4,0.34,0.16000000000000003
Faroe Islands,2004,2,0.2,0.17,0.08000000000000002
Faroe Islands,2005,2,0.2,0.17,0.08000000000000002
Faroe Islands,2007,4,0.4,0.34,0.16000000000000003
Faroe Islands,2008,1,0.1,0.085,0.04000000000000001
Faroe Islands,2009,4,0.4,0.34,0.16000000000000003
Faroe Islands,2010,3,0.3,0.255,0.12
Faroe Islands,2011,3,0.3,0.255,0.12
Faroe Islands,2012,2,0.2,0.17,0.08000000000000002
Faroe Islands,2013,2,0.2,0.17,0.08000000000000002
Faroe Islands,2014,2,0.2,0.17,0.08000000000000002
Faroe Islands,2015,4,0.4,0.34,0.16000000000000003
Faroe Islands,2016,2,0.2,0.17,0.08000000000000002
Faroe Islands,2017,2,0.2,0.17,0.08000000000000002
Faroe Islands,2018,5,0.5,0.425,0.2
Faroe Islands,2019,4,0.4,0.34,0.16000000000000003
Faroe Islands,2020,9,0.9,0.765,0.36000000000000004
Faroe Islands,2021,7,0.7,0.595,0.27999999999999997
Faroe Islands,2022,7,0.7,0.595,0.27999999999999997
Faroe Islands,2023,2,0.2,0.17,0.08000000000000002
Faroe Islands,2024,6,0.6,0.51,0.24
Faroe Islands,2025,11,1.1,0.935,0.44000000000000006
Fiji,1973,2,0.2,0.17,0.08000000000000002
Fiji,1980,11,1.1,0.935,0.44000000000000006
Fiji,1981,6,0.6,0.51,0.24
Fiji,1988,2,0.2,0.17,0.08000000000000002
Fiji,1992,6,0.6,0.51,0.24
Fiji,1997,4,0.4,0.34,0.16000000000000003
Fiji,1998,8,0.8,0.68,0.32000000000000006
Fiji,2001,27,2.7,2.295,1.08
Fiji,2002,2,0.2,0.17,0.08000000000000002
Fiji,2004,22,2.2,1.87,0.8800000000000001
Fiji,2007,3,0.3,0.255,0.12
Fiji,2008,5,0.5,0.425,0.2
Fiji,2012,1,0.1,0.085,0.04000000000000001
Fiji,2016,4,0.4,0.34,0.16000000000000003
Fiji,2017,3,0.3,0.255,0.12
Fiji,2022,3,0.3,0.255,0.12
Fiji,2024,22,2.2,1.87,0.8800000000000001
Finland,1949,1,0.1,0.085,0.04000000000000001
Finland,1953,7,0.7,0.595,0.27999999999999997
Finland,1957,2,0.2,0.17,0.08000000000000002
Finland,1960,1,0.1,0.085,0.04000000000000001
Finland,1961,2,0.2,0.17,0.08000000000000002
Finland,1964,2,0.2,0.17,0.08000000000000002
Finland,1965,3,0.3,0.255,0.12
Finland,1966,1,0.1,0.085,0.04000000000000001
Finland,1967,4,0.4,0.34,0.16000000000000003
Finland,1968,3,0.3,0.255,0.12
Finland,1969,3,0.3,0.255,0.12
Finland,1970,1,0.1,0.085,0.04000000000000001
Finland,1972,2,0.2,0.17,0.08000000000000002
Finland,1973,1,0.1,0.085,0.04000000000000001
Finland,1974,2,0.2,0.17,0.08000000000000002
Finland,1975,1,0.1,0.085,0.04000000000000001
Finland,1976,9,0.9,0.765,0.36000000000000004
Finland,1977,2,0.2,0.17,0.08000000000000002
Finland,1978,6,0.6,0.51,0.24
Finland,1979,4,0.4,0.34,0.16000000000000003
Finland,1981,4,0.4,0.34,0.16000000000000003
Finland,1982,2,0.2,0.17,0.08000000000000002
Finland,1983,1,0.1,0.085,0.04000000000000001
Finland,1984,4,0.4,0.34,0.16000000000000003
Finland,1985,3,0.3,0.255,0.12
Finland,1986,1,0.1,0.085,0.04000000000000001
Finland,1987,3,0.3,0.255,0.12
Finland,1988,2,0.2,0.17,0.08000000000000002
Finland,1989,2,0.2,0.17,0.08000000000000002
Finland,1990,1,0.1,0.085,0.04000000000000001
Finland,1991,4,0.4,0.34,0.16000000000000003
Finland,1992,1,0.1,0.085,0.04000000000000001
Finland,1993,8,0.8,0.68,0.32000000000000006
Finland,1994,9,0.9,0.765,0.36000000000000004
Finland,1995,9,0.9,0.765,0.36000000000000004
Finland,1996,2,0.2,0.17,0.08000000000000002
Finland,1997,9,0.9,0.765,0.36000000000000004
Finland,1998,6,0.6,0.51,0.24
Finland,1999,7,0.7,0.595,0.27999999999999997
Finland,2000,2,0.2,0.17,0.08000000000000002
Finland,2001,10,1.0,0.85,0.4
Finland,2002,3,0.3,0.255,0.12
Finland,2003,6,0.6,0.51,0.24
Finland,2004,10,1.0,0.85,0.4
Finland,2005,11,1.1,0.935,0.44000000000000006
Finland,2006,7,0.7,0.595,0.27999999999999997
Finland,2007,6,0.6,0.51,0.24
Finland,2008,4,0.4,0.34,0.16000000000000003
Finland,2009,10,1.0,0.85,0.4
Finland,2010,10,1.0,0.85,0.4
Finland,2011,6,0.6,0.51,0.24
Finland,2012,4,0.4,0.34,0.16000000000000003
Finland,2013,4,0.4,0.34,0.16000000000000003
Finland,2014,6,0.6,0.51,0.24
Finland,2015,5,0.5,0.425,0.2
Finland,2016,3,0.3,0.255,0.12
Finland,2017,6,0.6,0.51,0.24
Finland,2018,5,0.5,0.425,0.2
Finland,2019,16,1.6,1.36,0.6400000000000001
Finland,2020,7,0.7,0.595,0.27999999999999997
Finland,2021,11,1.1,0.935,0.44000000000000006
Finland,2022,8,0.8,0.68,0.32000000000000006
Finland,2023,18,1.8,1.53,0.7200000000000001
Finland,2024,3,0.3,0.255,0.12
Finland,2025,8,0.8,0.68,0.32000000000000006
France,1924,8,0.8,0.68,0.32000000000000006
France,1928,3,0.3,0.255,0.12
France,1930,4,0.4,0.34,0.16000000000000003
France,1934,8,0.8,0.68,0.32000000000000006
France,1938,4,0.4,0.34,0.16000000000000003
France,1949,4,0.4,0.34,0.16000000000000003
France,1953,20,2.0,1.7,0.8
France,1954,3,0.3,0.255,0.12
France,1956,6,0.6,0.51,0.24
France,1957,13,1.3,1.105,0.52
France,1958,31,3.1,2.635,1.2400000000000002
France,1959,5,0.5,0.425,0.2
France,1960,13,1.3,1.105,0.52
France,1961,5,0.5,0.425,0.2
France,1962,1,0.1,0.085,0.04000000000000001
France,1963,8,0.8,0.68,0.32000000000000006
France,1964,5,0.5,0.425,0.2
France,1965,6,0.6,0.51,0.24
France,1966,8,0.8,0.68,0.32000000000000006
France,1967,8,0.8,0.68,0.32000000000000006
France,1968,2,0.2,0.17,0.08000000000000002
France,1969,6,0.6,0.51,0.24
France,1970,3,0.3,0.255,0.12
France,1971,7,0.7,0.595,0.27999999999999997
France,1972,2,0.2,0.17,0.08000000000000002
France,1973,1,0.1,0.085,0.04000000000000001
France,1974,3,0.3,0.255,0.12
France,1975,4,0.4,0.34,0.16000000000000003
France,1976,4,0.4,0.34,0.16000000000000003
France,1977,3,0.3,0.255,0.12
France,1978,10,1.0,0.85,0.4
France,1979,8,0.8,0.68,0.32000000000000006
France,1980,9,0.9,0.765,0.36000000000000004
France,1981,11,1.1,0.935,0.44000000000000006
France,1982,16,1.6,1.36,0.6400000000000001
France,1984,21,2.1,1.785,0.8400000000000001
France,1985,10,1.0,0.85,0.4
France,1986,12,1.2,1.02,0.48
France,1987,4,0.4,0.34,0.16000000000000003
France,1988,4,0.4,0.34,0.16000000000000003
France,1989,6,0.6,0.51,0.24
France,1990,5,0.5,0.425,0.2
France,1991,15,1.5,1.275,0.6000000000000001
France,1992,6,0.6,0.51,0.24
France,1993,13,1.3,1.105,0.52
France,1994,2,0.2,0.17,0.08000000000000002
France,1995,20,2.0,1.7,0.8
France,1996,5,0.5,0.425,0.2
France,1998,21,2.1,1.785,0.8400000000000001
France,1999,11,1.1,0.935,0.44000000000000006
France,2000,13,1.3,1.105,0.52
France,2001,12,1.2,1.02,0.48
France,2002,11,1.1,0.935,0.44000000000000006
France,2003,30,3.0,2.55,1.2000000000000002
France,2004,11,1.1,0.935,0.44000000000000006
France,2005,10,1.0,0.85,0.4
France,2006,20,2.0,1.7,0.8
France,2007,14,1.4,1.19,0.5599999999999999
France,2008,6,0.6,0.51,0.24
France,2009,15,1.5,1.275,0.6000000000000001
France,2010,7,0.7,0.595,0.27999999999999997
France,2011,9,0.9,0.765,0.36000000000000004
France,2012,8,0.8,0.68,0.32000000000000006
France,2013,13,1.3,1.105,0.52
France,2014,10,1.0,0.85,0.4
France,2016,20,2.0,1.7,0.8
France,2017,11,1.1,0.935,0.44000000000000006
France,2018,18,1.8,1.53,0.7200000000000001
France,2019,25,2.5,2.125,1.0
France,2020,12,1.2,1.02,0.48
France,2021,30,3.0,2.55,1.2000000000000002
France,2022,21,2.1,1.785,0.8400000000000001
France,2023,29,2.9,2.465,1.16
France,2024,16,1.6,1.36,0.6400000000000001
France,2025,24,2.4,2.04,0.96
France,2026,3,0.3,0.255,0.12
French Guiana,2017,2,0.2,0.17,0.08000000000000002
Gabon,1989,5,0.5,0.425,0.2
Gabon,1992,6,0.6,0.51,0.24
Gabon,1993,1,0.1,0.085,0.04000000000000001
Gabon,1996,8,0.8,0.68,0.32000000000000006
Gabon,2000,3,0.3,0.255,0.12
Gabon,2003,4,0.4,0.34,0.16000000000000003
Gabon,2004,8,0.8,0.68,0.32000000000000006
Gabon,2005,3,0.3,0.255,0.12
Gabon,2008,8,0.8,0.68,0.32000000000000006
Gabon,2009,9,0.9,0.765,0.36000000000000004
Gabon,2010,2,0.2,0.17,0.08000000000000002
Gabon,2012,8,0.8,0.68,0.32000000000000006
Gabon,2013,4,0.4,0.34,0.16000000000000003
Gabon,2015,3,0.3,0.255,0.12
Gabon,2017,4,0.4,0.34,0.16000000000000003
Gabon,2021,7,0.7,0.595,0.27999999999999997
Gabon,2022,5,0.5,0.425,0.2
Gabon,2023,4,0.4,0.34,0.16000000000000003
Gabon,2024,3,0.3,0.255,0.12
Gabon,2025,20,2.0,1.7,0.8
Gambia,1980,1,0.1,0.085,0.04000000000000001
Gambia,1984,3,0.3,0.255,0.12
Gambia,1996,2,0.2,0.17,0.08000000000000002
Gambia,2003,2,0.2,0.17,0.08000000000000002
Gambia,2008,6,0.6,0.51,0.24
Gambia,2012,2,0.2,0.17,0.08000000000000002
Gambia,2013,2,0.2,0.17,0.08000000000000002
Gambia,2015,2,0.2,0.17,0.08000000000000002
Gambia,2019,1,0.1,0.085,0.04000000000000001
Gambia,2022,4,0.4,0.34,0.16000000000000003
Gambia,2023,2,0.2,0.17,0.08000000000000002
Gambia,2024,9,0.9,0.765,0.36000000000000004
Gambia,2025,18,1.8,1.53,0.7200000000000001
Georgia,1994,6,0.6,0.51,0.24
Georgia,1995,8,0.8,0.68,0.32000000000000006
Georgia,1997,7,0.7,0.595,0.27999999999999997
Georgia,1998,1,0.1,0.085,0.04000000000000001
Georgia,1999,7,0.7,0.595,0.27999999999999997
Georgia,2000,4,0.4,0.34,0.16000000000000003
Georgia,2001,8,0.8,0.68,0.32000000000000006
Georgia,2002,1,0.1,0.085,0.04000000000000001
Georgia,2003,7,0.7,0.595,0.27999999999999997
Georgia,2004,5,0.5,0.425,0.2
Georgia,2005,9,0.9,0.765,0.36000000000000004
Georgia,2006,9,0.9,0.765,0.36000000000000004
Georgia,2007,7,0.7,0.595,0.27999999999999997
Georgia,2008,2,0.2,0.17,0.08000000000000002
Georgia,2009,5,0.5,0.425,0.2
Georgia,2010,3,0.3,0.255,0.12
Georgia,2011,4,0.4,0.34,0.16000000000000003
Georgia,2012,2,0.2,0.17,0.08000000000000002
Georgia,2013,1,0.1,0.085,0.04000000000000001
Georgia,2014,4,0.4,0.34,0.16000000000000003
Georgia,2015,6,0.6,0.51,0.24
Georgia,2016,3,0.3,0.255,0.12
Georgia,2017,5,0.5,0.425,0.2
Georgia,2018,12,1.2,1.02,0.48
Georgia,2019,7,0.7,0.595,0.27999999999999997
Georgia,2020,7,0.7,0.595,0.27999999999999997
Georgia,2021,6,0.6,0.51,0.24
Georgia,2022,16,1.6,1.36,0.6400000000000001
Georgia,2023,12,1.2,1.02,0.48
Georgia,2024,14,1.4,1.19,0.5599999999999999
Georgia,2025,16,1.6,1.36,0.6400000000000001
German DR,1957,5,0.5,0.425,0.2
German DR,1959,2,0.2,0.17,0.08000000000000002
German DR,1961,3,0.3,0.255,0.12
German DR,1962,2,0.2,0.17,0.08000000000000002
German DR,1963,5,0.5,0.425,0.2
German DR,1965,5,0.5,0.425,0.2
German DR,1967,10,1.0,0.85,0.4
German DR,1969,7,0.7,0.595,0.27999999999999997
German DR,1970,6,0.6,0.51,0.24
German DR,1971,5,0.5,0.425,0.2
German DR,1972,5,0.5,0.425,0.2
German DR,1973,13,1.3,1.105,0.52
German DR,1974,8,0.8,0.68,0.32000000000000006
German DR,1975,5,0.5,0.425,0.2
German DR,1976,1,0.1,0.085,0.04000000000000001
German DR,1977,14,1.4,1.19,0.5599999999999999
German DR,1978,3,0.3,0.255,0.12
German DR,1979,15,1.5,1.275,0.6000000000000001
German DR,1981,9,0.9,0.765,0.36000000000000004
German DR,1983,7,0.7,0.595,0.27999999999999997
German DR,1984,7,0.7,0.595,0.27999999999999997
German DR,1985,9,0.9,0.765,0.36000000000000004
German DR,1986,2,0.2,0.17,0.08000000000000002
German DR,1987,11,1.1,0.935,0.44000000000000006
German DR,1988,3,0.3,0.255,0.12
German DR,1989,6,0.6,0.51,0.24
Germany,1928,5,0.5,0.425,0.2
Germany,1934,20,2.0,1.7,0.8
Germany,1937,11,1.1,0.935,0.44000000000000006
Germany,1938,3,0.3,0.255,0.12
Germany,1953,9,0.9,0.765,0.36000000000000004
Germany,1954,28,2.8,2.38,1.1199999999999999
Germany,1958,12,1.2,1.02,0.48
Germany,1960,7,0.7,0.595,0.27999999999999997
Germany,1961,4,0.4,0.34,0.16000000000000003
Germany,1962,4,0.4,0.34,0.16000000000000003
Germany,1964,1,0.1,0.085,0.04000000000000001
Germany,1965,13,1.3,1.105,0.52
Germany,1966,15,1.5,1.275,0.6000000000000001
Germany,1967,9,0.9,0.765,0.36000000000000004
Germany,1968,3,0.3,0.255,0.12
Germany,1969,17,1.7,1.4449999999999998,0.68
Germany,1970,18,1.8,1.53,0.7200000000000001
Germany,1971,9,0.9,0.765,0.36000000000000004
Germany,1972,8,0.8,0.68,0.32000000000000006
Germany,1974,16,1.6,1.36,0.6400000000000001
Germany,1975,3,0.3,0.255,0.12
Germany,1976,17,1.7,1.4449999999999998,0.68
Germany,1978,10,1.0,0.85,0.4
Germany,1979,9,0.9,0.765,0.36000000000000004
Germany,1980,17,1.7,1.4449999999999998,0.68
Germany,1981,30,3.0,2.55,1.2000000000000002
Germany,1982,12,1.2,1.02,0.48
Germany,1983,15,1.5,1.275,0.6000000000000001
Germany,1984,7,0.7,0.595,0.27999999999999997
Germany,1985,17,1.7,1.4449999999999998,0.68
Germany,1986,8,0.8,0.68,0.32000000000000006
Germany,1988,10,1.0,0.85,0.4
Germany,1989,9,0.9,0.765,0.36000000000000004
Germany,1990,18,1.8,1.53,0.7200000000000001
Germany,1991,10,1.0,0.85,0.4
Germany,1992,7,0.7,0.595,0.27999999999999997
Germany,1994,16,1.6,1.36,0.6400000000000001
